Date,Time,Open,High,Low,Close,Volume
2025-06-03,09:15:00,3034.89990234375,3060.89990234375,3034.89990234375,3053.199951171875,0
2025-06-03,09:16:00,3043.60009765625,3043.60009765625,3039.0,3040.699951171875,38263
2025-06-03,09:17:00,3040.5,3040.5,3031.199951171875,3037.60009765625,27079
2025-06-03,09:18:00,3037.5,3038.800048828125,3035.0,3035.89990234375,18607
2025-06-03,09:19:00,3035.89990234375,3041.800048828125,3035.39990234375,3041.800048828125,12417
2025-06-03,09:20:00,3042.10009765625,3045.0,3039.0,3040.60009765625,15796
2025-06-03,09:21:00,3040.5,3040.5,3035.0,3035.0,17040
2025-06-03,09:22:00,3035.199951171875,3040.60009765625,3035.0,3036.699951171875,12719
2025-06-03,09:23:00,3035.699951171875,3039.300048828125,3035.699951171875,3038.10009765625,9257
2025-06-03,09:24:00,3037.89990234375,3043.0,3037.89990234375,3038.10009765625,9736
2025-06-03,09:25:00,3037.5,3040.5,3036.0,3038.699951171875,5797
2025-06-03,09:26:00,3039.0,3040.0,3036.0,3037.300048828125,9039
2025-06-03,09:27:00,3038.300048828125,3040.0,3035.0,3039.39990234375,5444
2025-06-03,09:28:00,3039.39990234375,3043.0,3039.300048828125,3041.699951171875,9447
2025-06-03,09:29:00,3042.0,3044.0,3037.10009765625,3037.10009765625,8830
2025-06-03,09:30:00,3036.199951171875,3039.10009765625,3035.0,3038.699951171875,46126
2025-06-03,09:31:00,3038.60009765625,3041.199951171875,3036.199951171875,3041.10009765625,5059
2025-06-03,09:32:00,3042.0,3042.0,3040.300048828125,3040.300048828125,8020
2025-06-03,09:33:00,3038.89990234375,3041.60009765625,3038.89990234375,3039.5,8947
2025-06-03,09:34:00,3039.0,3040.10009765625,3037.89990234375,3040.0,8914
2025-06-03,09:35:00,3039.199951171875,3042.60009765625,3039.199951171875,3041.89990234375,16461
2025-06-03,09:36:00,3041.699951171875,3044.699951171875,3041.699951171875,3044.699951171875,11352
2025-06-03,09:37:00,3044.699951171875,3048.0,3044.199951171875,3047.5,14814
2025-06-03,09:38:00,3047.60009765625,3050.199951171875,3046.199951171875,3049.89990234375,13577
2025-06-03,09:39:00,3048.699951171875,3049.5,3045.0,3047.60009765625,9214
2025-06-03,09:40:00,3048.199951171875,3048.89990234375,3046.0,3048.0,4252
2025-06-03,09:41:00,3048.60009765625,3048.89990234375,3047.0,3047.199951171875,4635
2025-06-03,09:42:00,3047.300048828125,3051.0,3047.0,3050.39990234375,16246
2025-06-03,09:43:00,3050.0,3050.10009765625,3045.0,3045.39990234375,9533
2025-06-03,09:44:00,3046.5,3050.60009765625,3046.5,3050.10009765625,43003
2025-06-03,09:45:00,3050.10009765625,3051.60009765625,3050.0,3050.10009765625,12803
2025-06-03,09:46:00,3048.39990234375,3051.300048828125,3048.39990234375,3050.5,39342
2025-06-03,09:47:00,3050.300048828125,3051.0,3045.39990234375,3048.300048828125,10093
2025-06-03,09:48:00,3048.89990234375,3049.0,3043.300048828125,3046.800048828125,6173
2025-06-03,09:49:00,3046.89990234375,3048.10009765625,3045.89990234375,3047.300048828125,7111
2025-06-03,09:50:00,3047.300048828125,3048.0,3046.199951171875,3046.199951171875,2772
2025-06-03,09:51:00,3047.60009765625,3049.60009765625,3047.60009765625,3049.60009765625,7643
